StoreName,Review,Keywords_Sentiments
회기왕갈비탕,경희대생들의 겨울철 최고 보양식당,"보양식당(Positive), 경희대생들(Positive), 겨울철(Positive)"
정든그릇,카츠류가 정말 맛있습니다. 흔히 일식 계통은 프리미엄 이미지가 있어 양이 적고 비싼편인데 이곳은 가성비도 좋고 맛도 훌륭하며 인테리어도 깔끔하고 이쁩니다,"카츠류(Positive), 가성비(Positive), 맛(Positive), 인테리어(Positive)"
정육면체 신촌,빕구르망이 한국에서 지인빨 소리를 듣는 이유의 정확한 예시,"빕구르망(Negative), 지인빨(Negative)"
분99 외대점,가볍게 밥약 장소로 가기 좋은 집.분위기도 좋습니다.직원분들도 친절하십니다.,"밥약 장소(Positive), 분위기(Positive), 직원 친절(Positive)"
오르랔베이커리 이대,주문은 2층 테이블은 3층이에요!문이 무거운편인데 자동문이 아니에요!주문한 음료랑 빵 트레이 들고 문 열고 닫는게 좀 힘들다는 점 제외하면 좋아요.소금빵 맛있어보여서 테이크아웃했어요,"주문 위치(Negative), 무거운 문(Negative), 소금빵 맛(Positive)"
청량리혜성칼국수,꾸준히 찾는 맛집든든합니다,"맛집(Positive), 든든합니다(Positive)"
성화금탕마라탕.튀김꼬치,와 진짜 맛있어요!! 마라탕도 땅콩맛이 잘 느껴져서 좋았고 나오는 속도도 엄청 빨라서 기다리지도 않았습니다 크림새우가 기대 이상이었는데 아주 가벼운 튀김옷이랑 양상추 토마토가 어울려서 진짜진짜 맛있습니다. 또올게요!!,"맛있어요(Positive), 마라탕 땅콩맛(Positive), 나오는 속도가 빠름(Positive), 크림새우(Positive), 튀김옷이 가벼움(Positive)"
무초타코,퇴근길에 들렀습니다. 전에는 아이와 점심을 먹었지요. 조명과 음악으로 눈과 마음이 풀리고 건강한 맛으로 위장이 안식을 누립니다. 애엄마에겐 혼밥이 최고예욥.,"조명과 음악(Positive), 건강한 맛(Positive), 혼밥(Positive)"
서가네 정육식당,고기 질이 좋고 반찬이 맛있어요👍,"고기 질(Positive), 반찬(Positive)"
아건 이대본점,인도커리 오래만에 먹는데 정말 맛있네요!런치 세트가 메뉴 구성이 알차고 커리나 난을 선택할 수 있어서 좋았어요.치킨 빈달루는 치킨 크기가 꽤나 크고 매콤한게 중독성 있어요.난 금방 구워져 나온 거 먹으면 정말 맛있습니다.👍👍직원분들은 다들 한국어도 잘 하시고 친절하세요!덕분에 맛있게 잘 먹고 왔습니다.,"인도커리(Positive), 런치 세트(Positive), 치킨 빈달루(Positive), 난(Positive), 직원 친절(Positive)"
최원석의돼지한판&서해쭈꾸미 시립대점,맛있네요 직원분들도 정말 친절하시고!,"맛(Positive), 직원(Positive), 친절(Positive)"
쿳사 연희,친절하지만 맛은 .. 내가 호주랑 안맞는듯,"친절(Positive), 맛은(Negative)"
청량리혜성칼국수,면이 오동통통하고 불지 않아서 좋았습니다. 또국물이 참 맛있더라구요 전 닭칼국수보다는 멸치칼국수 국물이 더 맛있었던 것 같아요 멸치 맛이 아주 잘 우러난 듯 했습니다. 양념장을 넣으면 해장국처럼 칼칼해져서 이건 나중에 맛만 보셔도 될 것 같아요 ,"면이 오동통통하다(Positive), 불지 않다(Positive), 국물이 참 맛있다(Positive), 멸치칼국수 국물이 더 맛있다(Positive), 멸치 맛이 아주 잘 우러나다(Positive)"
라구식당 신촌,진짜 좐맛탱 라자냐 양이 너무 많아요 여자기준으론 하나시켜서 둘이 나눠먹어도 될듯 빵 3000원인데 5개나 나와요 꼭 시키세요 피클 달라하면 줌!!,"좐맛탱 라자냐(Positive), 양이 많아요(Positive), 빵 꼭 시키세요(Positive), 피클 줌(Positive)"
청량회관,분위기가 매우 좋고 안주들이 신선하고 너무 맛있어요. 술이 그냥 쑥쑥 들어갑니다!,"분위기(Positive), 안주(Positive), 신선한 안주(Positive), 맛있는 안주(Positive), 술이 쑥쑥 들어감(Positive)"
아건 이대본점,너무너무 맛있어요 인도 음식 첫 도전이라 걱정했는데 한국인 입맛에 맞춘 음식이에요 가격도 괜찮고 버터난 너무 맛있어요...!!!,"맛있어요(Positive), 한국인 입맛에 맞춘 음식(Positive), 가격도 괜찮고(Positive), 버터난 너무 맛있어요(Positive)"
이모네왕파전,우리 회기역 파전골목 파전집 이모네왕파전 은요..매장이 진짜 정말 놀라서 깜짝놀랐던 곳이에요..일요일 밤에 방문했는데도 생각보다 사람이 많았었어요..메뉴는 다 무난했지만 메인인 파전만큼은진심이였던 곳이였어요..튀김은 정말 바삭하고 안에 들어가있는파는 부드러우면서 씹히는 오징어 저작감이굉장히 좋았답니다..올드한 인테리어에 위생은 좋아보이진 않지만태블릿 있는 게 신기했어요..파전 먹으러 가면 좋을 로컬 맛집 느낌이였답니다..,"튀김(Positive), 오징어 저작감(Positive), 올드한 인테리어(Negative), 위생(Negative), 로컬 맛집 느낌(Positive)"
스키당 대흥점,맛있었어요숨이 죽으면 채소양이 좀 적어서 아쉬워요하지반 전반적으로 맛있고직접 간을 조절할수 있어서 짜지않아 좋네요,"맛있었어요(Positive), 채소양이 적어서 아쉬워요(Negative), 전반적으로 맛있고(Positive), 간을 조절할 수 있어서 좋네요(Positive)"
라구식당 신촌,진짜 맛있어요. 메뉴 두개뿐인데 이 두개뿐인 메뉴 먹으러 또 올거같아요파스타는 나오자마자 순삭할만큼 맛있고 라자냐는 다먹기 아까워서 아껴먹을만큼 맛있어요. 또 와야지,"맛있어요(Positive), 메뉴 두개(Positive), 파스타(Positive), 라자냐(Positive)"
베브릿지 한국외대점,아침 일찍 열어서 좋아요아사이볼은 처음 먹는데 너무 깔끔하고 맛있어요,"아침 일찍 열어서 좋아요(Positive), 아사이볼 처음 먹는데 깔끔해요(Positive), 아사이볼 맛있어요(Positive)"
번패티번 외대,여기 너무 맛있어여 수제버거집도 많이 다녀봤는데요기도 정말 맛나요 !! 이 주변 친구만나러 자주 오는데또 들를게요 짱짱맛집 인저엉,"맛(Positive), 수제버거(Positive), 맛집(Positive)"
명성양꼬치 신촌,기다려서 먹을 맛은 아닌 듯하고 양에 비해 좀 비싼듯,"맛(Negative), 가격(Negative)"
을밀대 본점,좋아하는 평냉집!! 녹두전이랑 같이 먹으면 굿 자주오고싶은데 그러질 못해서 아쉽,"평냉집(Positive), 녹두전(Positive), 자주 오고 싶다(Positive), 못해서 아쉽다(Negative)"
을밀대 본점,가을이 왔나봅니다! 을밀대에 줄이 없는것을 보니..한여름엔 별관까지 웨이팅이 어마어마한데!..개인적으로 을밀대 김치 좋아하는데 전이나 수육 시켜야 제공되고 냉면만 평가하기엔 뭔가 진한 육향보단 조미료맛? 마늘맛?.. 같은게 느껴져서 완전 제 스타일은 아닙니다만 집 근처에 있다면 감사합니다 무조건 거냉으로 주문하기,"을밀대 김치(Positive), 냉면(Negative), 육향(Negative), 조미료맛(Negative), 개인적인 스타일(Negative)"
카츠업,돈까스 먹으러 가끔 오는 곳 ! 항상 대기줄이 많은데 이번엔 10분 안에 들어와서 먹은거같아용 김 카츠나베 사랑해 사랑해 완전 맛있어요!!!!!직원분들도 친절하십니다요 또 올게요잉,"대기줄(Negative), 김 카츠나베(Positive), 맛(Positive), 직원(Positive)"
공복식당 신촌점,사장님도 친절하시고 항상 고기먹고싶으면 찾는 곳입니다..전 이제 먹으러 갑니다...포삼겹 짱...🧡,"사장님 친절(Positive), 고기(Positive), 포삼겹(Positive)"
마더린러 베이글,맛이 좋습니다. 종류 다양합니다,"맛(Positive), 종류 다양(Positive)"
정정,오히려 딤섬은 새우 들어간 건 맛있었고 샤오룽바오 돼지는 좀 냄새 났어요.. 볶음밥은 그냥 다 아는 맛이고 요리류를 차라리 드세요!!!! 튀김요리 맛있습니다,"딤섬 새우(Positive), 딤섬 샤오룽바오 돼지(Negative), 볶음밥(Negative), 요리류(Positive), 튀김요리(Positive)"
샤로스톤,아이가 스테이크 먹고 싶다고 하면종종 방문하는 곳이에여 맛있게 잘 먹었습니다,"스테이크(Positive), 맛있게(Positive)"
미스터서왕만두,만두맛집 인정 각각 만두 맛이 다 특징있어요.넘 맛있는 만두 먹으러5년째 다니고 있어요,"만두 맛(Positive), 특징있어요(Positive), 맛있는 만두(Positive)"
여기가좋겠네,우리만음식 늦게나옴 우리보다늦게온사람이 먼저 받네,"음식 늦게 나옴(Negative), 늦게 온 사람이 먼저 받음(Negative)"
서울뼈구이 본점,뼈구이 짱 맛있어요,뼈구이 맛(Positive)
란주탕슉 이대,꿔바로우와 도삭면 다 수준급. 주기적으로 생각나는 곳!,"꿔바로우(Positive), 도삭면(Positive)"
미스터서왕만두,내부가 좁긴한데 만두는 넘 맛있어용,"내부(Negative), 만두 맛(Positive)"
파사주,분위기 좋고 무난한 식당입니다!,"분위기(Positive), 무난한 식당(Positive)"
호랑이도삭면,음식을 아직 먹지도 않았는데 비주얼부터 너무 맛있엉보여요 냄새도 합격!!,"비주얼(Positive), 맛있어 보인다(Positive), 냄새(Positive)"
신락원 시립대,짜장은 보통 탕수육은 듣던대로 훌륭합니다.튀김옷이 얇고 바삭한게 참 독특했어요.속에든 고기가 싱싱했습니다.탕수육의 가격에 비해서 양은 모자란 느낌이지만만족스럽게 먹었습니다.,"짜장(Negative), 탕수육(Positive), 튀김옷(Positive), 고기(Positive), 탕수육의 가격(Negative)"
회기왕족발보쌈,보쌈김치 엄청 맛있어욤,"보쌈김치(Positive), 맛있어(Positive)"
베브릿지 한국외대점,양 많고 맛있어요,"양(Positive), 맛(Positive)"
정정,모든 메뉴가 다 맛났어요윰차끌고갔는데 배려해주시고넘 감사!,"맛났어요(Positive), 배려(Positive), 감사(Positive)"
호랑이도삭면,대만에서 우육면을 먹고 오랜만에 먹고 싶어 방문하게되었어요 !!매장은 크지는 않은데 혼밥 좌석도 잘 되어있고 회전율이 빠르더라구요!!제일 먼저 궁금했던 우육 도삭면은 국물이 깔끔하고 담백했고 면은 두꺼운데 쫄깃해서 맛있었어요 !다음으로 많이 시키는 곱창 미분을 먹어봤는데요!!면의 식감이 미끌거려 특이했고 곱창과 향신료의 향이 강했어요 ! 현지 음식들을 잘 먹으면 좋아하겠지만 약간 호불호를 가질 수 있는 음식이에요!마지막으로 샤오룽바오는 육즙이 줄줄 나와 맛있고 사이드 메뉴로 딱 좋아요,"매장 크기(Negative), 우육 도삭면 국물(Positive), 곱창 미분(Negative), 우육 도삭면 쫄깃한 면(Positive), 샤오룽바오 육즙(Positive)"
공복식당 신촌점,고기 맛있어요 !,고기(Positive)
혜성칼국수,맛있고 양도 많아요,"맛있고(Positive), 양도 많아요(Positive)"
김판석초밥,연어 불초밥이 진짜 맛있고 조용한 분위기여서 좋습니다. 초밥이 다 맛있어요 재방문할것같아요,"연어 불초밥(Positive), 조용한 분위기(Positive), 초밥(Positive), 재방문(Positive)"
아민 이화,잘룩플레이트 모로코 오징어새우 살라타 플레이트 그리스 먹었어요!! 굿굿,맛(Positive)
쭈꾸미블루스 신촌본점,쭈삼 2인분 치즈볶음밥 시켰어요쭈삼도 맛있는데 볶음밥이 미쳤습니다 ❤️ ❤️ ❤️,"쭈삼(Positive), 치즈볶음밥(Positive)"
은하곱창 시립대,맛은 적당합니다. 근처에 곱창전골 집이 여럿 있는데 이 집은 만석일 때가 자주 있어요. 근데 웨이팅 까지 할 만큼 특별한 맛은 아닌 것 같아요. 여기서 먹으려고 방문했는데 웨이팅이 있다면 주변에 맛있는 집이 좀 있으니 잘 둘러보세요. 그래도 쑥갓을 좋아하면 근처에서는 여기가 쑥갓이랑 먹는 유일한 곳일 겁니다.,"맛은 적당합니다(Positive), 특별한 맛은 아닌 것 같아요(Negative), 웨이팅 까지 할 만큼 특별한 맛은 아닌 것 같아요(Negative), 쑥갓이랑 먹는 유일한 곳(Positive)"
봄의정원 회기점,분위기도 좋고 직원이 친절해요 맛은 대부분 짜네요..조금만 덜짜면 맛이 좋을 것 같아요..물 많이 마셨어요..,"분위기(Positive), 직원 친절(Positive), 맛 짜다(Negative)"
정육면체 신촌,초유린기 맛있어요!,맛(Positive)
호랑이도삭면,경희대 혼밥 중식당 고민중이라면 호랑이 도삭면 괜찮네요. 저는 칼칼한거 좋아해서 닭내장 도삭면 먹었어요. 이거 추천해요,"호랑이 도삭면(Positive), 칼칼한 거(Positive), 닭내장 도삭면(Positive)"
정육면체 신촌,맛있었습니다. 유린기가 수비드한 것 처럼 부드러웠고 전체적인 맛이 조화로웠습니다,"맛있었습니다(Positive), 유린기(Positive), 부드러웠고(Positive), 맛이 조화로웠습니다(Positive)"
거복이식당,여기 진짜 진짜 지인짜 맛있어요,맛있어요(Positive)
번패티번 외대,원래 햄버거 별로 안 좋아해서 거의 안 먹는 편이었는데 번패티번 덕에 햄버거 다시 좋아하게 되고 햄버거는 진짜 번패티번꺼만 먹어요 ..!! 너무 맛있어서 매주 한번씩 방문중이요 헤헷 직원분들도 친절하시고 매장도 넓고 깨끗해서 좋아요,"맛있어서(Positive), 직원 친절(Positive), 매장 넓고 깨끗함(Positive)"
쿳사 연희,화이트 라구 파스타가 아주 맛있네요.. 치킨 콩피인가 그거랑 먹었는데 좋았습니다,"화이트 라구 파스타(Positive), 아주 맛있네요(Positive), 치킨 콩피(Positive), 좋았습니다(Positive)"
회기왕족발보쌈,너무 맛있어요!!! 가성비도 좋고 친절하시고요,"맛있어요(Positive), 가성비(Positive), 친절하시고요(Positive)"
크치치킨 회기점,깻잎치킨 최곱니다,깻잎치킨(Positive)
란주탕슉,꿔바로우가 매콤한건 처음 먹어봤어요. 맛있더라구요. 엄마 언니랑 같이먹었는데 다들 은은하게 매콤하다고 느끼하지 않고 좋다고했어요포장해온게 아쉬웠어여 포장해오자 마자 용기를 뚫고 음식냄새가.. 진심 길거리에서 뜯어서 입에 하나 물고 갈뻔하다가 참았어여 다음엔 매장가서 먹어보려구요,"꿔바로우 맛(Positive), 음식 매콤함(Positive), 포장 상태(Negative), 음식냄새(Negative), 식사 경험(Positive)"
이모네왕파전,처음에 리뷰 보고 긴가민가 했는데 저는 괜찮았어요 일단 가격이 무척 저렴하고 세트로 시키면 메뉴가 다양해서 가성비 있네요자리는 원하는 곳에 못 앉고 정해주시는 곳에 앉아야 함 주변이 엄청 시끄러워서 편하게 대화하는 건 좀 어렵지만 맛있고 기분 좋게 파전막걸리 먹기 좋았어요회기 가면 또 방문할 듯!,"가격 저렴(Positive), 메뉴 다양(Positive), 주변 시끄러움(Negative), 맛있다(Positive), 파전막걸리(Positive)"
비밀 이대,치아바타가 맛있어요. 녹차타르트도 좋지만 머핀이 진짜 짱,"치아바타(Positive), 녹차타르트(Positive), 머핀(Positive)"
자가제빵선명희피자 외대점,입맛 까다로운데 맛나게 잘 먹어요,"입맛 까다로운데(Negative), 맛나게(Positive), 잘 먹어요(Positive)"
무초타코,작지만 아늑하고 분위기 젛은 타코가게네요지나가다 좋아보여 들렀는데 너무 구성도 알차고맛있고 좋아요 혼술하기에도 딱인것 같아요한끼 제대로 편하게 해결하네요 또 오겠습니당👍 👍,"작지만 아늑하고 분위기 좋은 타코가게(Positive), 맛있고 좋아요(Positive), 혼술하기에 딱이다(Positive), 또 오겠습니다(Positive)"
카츠업 신촌,깔끔하고 맛있는데 저렴하기까지해서 안 갈 이유가 없음 순환이 좋아서 웨이팅도 길게는 안했던듯,"깔끔(Positive), 맛있는데(Positive), 저렴하기까지(Positive), 안 갈 이유가 없음(Positive), 순환이 좋아서 웨이팅도 길게는 안했던듯(Positive)"
대포찜닭 신촌본점,아주 맛있어용! 직원분들도 너무 친절하셔서 제가 알바 하고 싶을 지경이었어요!! 잘 먹었습니다,"아주 맛있어용(Positive), 직원분들도 너무 친절하셔서(Positive)"
브레드칸 청량리점,빵이 저렴하고 진짜맛있음!재료를 아끼지 않음,"빵(Positive), 저렴하다(Positive), 맛있음(Positive), 재료를 아끼지 않음(Positive)"
란주탕슉,오랜만에 다녀왔어요! 맛은 비슷 하네요,맛(Positive)
미스터왕만두 이대,서왕모의 복숭아를 허겁지겁 털어먹던 손오공이 된 기분이었다.,"서왕모의 복숭아(Positive), 허겁지겁 털어먹던(Positive), 손오공이 된 기분(Positive)"
고냉지,음식 맛있고 가끔 생각나요,"음식 맛있다(Positive), 가끔 생각나다(Positive)"
성화금탕마라탕.튀김꼬치,너무너무 맛있어요!!!,맛있어요(Positive)
스키당 대흥점,가게 인테리어도 디테일하게 이쁘고 귀엽고 직원분들도 엄청 친절하시고 무엇보다 스키야키 진짜 맛있어요 고기가 엄청 부드럽고 간장육수도 향긋하고 좋네요!!,"가게 인테리어(Positive), 직원 친절(Positive), 스키야키 맛(Positive), 고기 부드러움(Positive), 간장육수 향(Positive)"
망우로30,주차공간이 빠방한 맛집!비오기 직전인데도 건물이 넘 근사하고 따뜻해 보였다. 쉬림프그릴 샐러드는 야채가 진짜 다양했고 드레싱 안찍어도 맛있었음 양이 진짜 많았다. 그릴드 라구 파니니는 따뜻하고 내용물이 짱맛 원래 감튀 안먹는데 다른게 넘 맛있어서 맛만보려고 먹어봤는데 감튀는 별로였다. 수다 떨다가 당땡겨서 커피랑 베리음료랑 아포가토 브레드를 더 시켜먹었는데 다 맛있다.,"주차공간(Positive), 건물(Positive), 쉬림프그릴 샐러드(Positive), 그릴드 라구 파니니(Positive), 감자튀김(Negative)"
카츠업 신촌,등심돈카츠,등심 돈카츠(Positive)
독,듣던대로 맛났어요!,맛(Positive)
삭 수제튀김 전문점 이화본점,직원 남자3명 들의 옷이 매우 더러웠고 머리 상태등 제대로 된 위생관념이 없어보였습니다. 포장 예약 후 방문 했지만 안내된 시간보다 더 기다렸고 기다리는 동안 본 주방 상태는 처참해보였어요. 요즘 그렇게 드러운 주방 잘 없는데 마치 인도나 중국.... 예약 주문이라 취소가 안돼서 받아왔는데 차마 먹지 못했습니다.,"직원 옷(Negative), 위생관념(Negative), 포장 예약 시간(Negative), 주방 상태(Negative), 음식 맛(Negative)"
라구식당,라구파스타 라자냐 볼샐러드 주문했습니다. 메뉴가 딱 이 정도로 단출합니다.연대에 있는 지인의 추천을 받아서 방문했는데 맛은 그냥 무난했습니다. 특히 볼샐러드 3천원에 이 정도 양이라니 가성비 좋습니다.이 식당을 추천한 사람이 어떤 사람인지 잠깐 착각을......맛 보다는 가성비를 중시하는 사람 가까운 지인과의 가벼운 식사자리에 추천합니다.,"메뉴가 단출하다(Negative), 맛은 무난하다(Positive), 볼샐러드 가성비 좋다(Positive), 가까운 지인과의 가벼운 식사자리 추천(Positive)"
크치치킨 회기점,고추크림 어니언 맛있네요,고추크림 어니언(Positive)
푸른하늘,둘이 먹었는데 넘 많이 시킨듯요 맛나게 잘 먹었습니다.,"맛(Positive), 양(Negative)"
쭈꾸미블루스 신촌본점,점심이 가성비,"점심(Positive), 가성비(Positive)"
아민 이화,마클루바 진짜맛있어요!!!!,"마클루바(Positive), 맛있어요(Positive)"
베브릿지 한국외대,코코넛커피랑 기본 펄밀크티 먹었는데 둘다 맛있어요! 당도조절도 가능한 것도 좋고 펄도 맛있네요,"코코넛커피(Positive), 펄밀크티(Positive), 맛있어요(Positive), 당도조절 가능(Positive), 펄 맛있다(Positive)"
김판석초밥,커플세트 진짜 양 많고 맛있어요!!신촌에서 초밥 생각 나면 여기 추천이요 ..,"커플세트(Positive), 양 많고 맛있어요(Positive), 신촌 초밥(Positive), 추천(Positive)"
소바연구소 신촌본점,첫방문인데 두가지메뉴 다맛있어요,"첫방문(Positive), 두가지메뉴(Positive), 맛있어요(Positive)"
크치치킨 회기점,치킨도 맛집인데 파스타도 대대대존맛입니다💖파스타랑 치킨 궁합이 짱이에요👍 그리고 양이 진짜 왕많습니당.. 짱짱 푸짐해요💖💖,"치킨도 맛집(Positive), 파스타 대대대존맛(Positive), 양이 진짜 왕많음(Positive), 파스타랑 치킨 궁합(Positive), 짱짱 푸짐(Positive)"
쿳사 연희,벌써 4번째 방문..!갈때마다 만족도 높은 곳입니다,만족도(Positive)
파치,파스타랑 치킨을 같이 먹을 수 있는 조합! 너무 맛있어요 가격도 합리적이고 무엇보다 맛있네용,"파스타랑 치킨 조합(Positive), 맛있어요(Positive), 가격 합리적(Positive), 맛있네용(Positive)"
공복식당 신촌점,반찬 너무 알차고 대파김치 너무 맛있어요!고기는 어케 굽느냐에 따라 많이 달라지는데 직접 구워주셔서 너무 맛있게 먹을 수 있었어요,"반찬(Positive), 대파김치(Positive), 고기 구워주다(Positive)"
크치치킨 회기점,매일 어니언 순살만 먹는데 바삭하고 맛있습니다!! 매콤크림파스타를 꼭 같이 드세요 d,"어니언 순살(Positive), 바삭한 식감(Positive), 맛있다(Positive), 매콤크림파스타(Positive)"
도란도란곱창,외대앞맛집 이문동 밥술집 도란도란곱창 또간집 해를 거듭하며 재방문 몇번째.. 치즈 듬뿍 올려주셔서 좋구 이정도면 가성비 굿굿이에요👍 주변에 대학가라 더 그런 것도 같구! 별관 있으니까 만석 웨이팅 걱정도 덜합니다 맵린이도 잘먹는 곱창맛집! 외대 근처 회기술집으로도 추천!,"치즈 듬뿍(Positive), 가성비 굿굿(Positive), 만석 웨이팅 걱정 덜함(Positive), 매운맛 잘 먹음(Positive), 추천(Positive)"
파사주,캐쥬얼 프렌치 좌석이 조금 특이한 건 호불호 있을듯 음식 맛 괜찮음,"좌석(Negative), 음식 맛(Positive)"
정육면체 신촌,무난한 우육면 이었으나수저통에 보이는 먼지 튀김을 손으로 먹는 직원 마스크 착용을 안한 직원들을 보니 다신 안올듯오픈형인데 더 조심하셔야겠어요 ...,"우육면(Positive), 직원 마스크 착용 안함(Negative), 수저통 먼지(Negative), 위생(Negative), 오픈형 주의 필요(Negative)"
정정,주문한 요리들은 재방문 하고싶을 정도로 전부 맛이 괜찮았습니다. 하지만 커텐 바로 옆 자리는 매우매우매우 불편했어요. 음식 먹는동안 거기가 비품실인지 직원분들이 계속 커튼 펄럭거리면서 들락거리시던데 먼지..... 자리도 만석이고 이미 먹는 도중이라 어찌하지못하고 그냥먹었는데 거긴 손님 받는동안 쓰지 않거나 피치못하게 계속 들락여야 하는곳이면 아예 그자리 없애는게 맞는것 같습니다. 저는 재방문 했는데 또 그자리면 그냥 안 앉고 나올것 같아요.,"맛(Positive), 커튼 옆 자리(Negative), 직원 행동(Negative), 먼지(Negative), 자리 만석(Negative)"
아건 이대본점,진짜 현지맛 그대로👍 여기보다 맛있는 마살라는 못봤어요.. 커플세트도 잇지만 우린 카레 2개먹을꺼니까 더 시키기 강추,"현지맛 그대로(Positive), 맛있는 마살라(Positive), 커플세트(Positive), 카레(Positive)"
분99 외대점,별로다..,별로다(Negative)
소바연구소 신촌본점,장어가 통통하고 자연산이라 더 맛있어요!! 진짜 맛있어서 다음에 또 오려고요!,"장어(Positive), 통통하다(Positive), 자연산(Positive), 맛있다(Positive)"
이상한떡볶이집,대학 다닐때 정말 많이 왔던 곳.. 날치알크림파스타는 어쩜 이리 변함없는 맛인지!추억의 맛이에요 💛,"날치알크림파스타(Positive), 변함없는 맛(Positive), 추억의 맛(Positive)"
싸왓디타이,쌀국수 양도 진짜 많고 너무 맛있습니다 팟타이 새우도 땅콩이 들어가서 독특하게 맛있어요 태국 노래도 계속 나와서 태국 현지 음식 즐기기에 최고입니당 ! ️ ️,"쌀국수 양(Positive), 쌀국수 맛(Positive), 팟타이 새우(Positive), 태국 노래(Positive), 태국 현지 음식(Positive)"
고냉지 이대,1. 혼밥하기 좋음2. 가성비 상타치3. 혼밥해도 부담스럽지 않은 가격와 자리구성4. 비빔밥 무한리필5. 포동포동한 계란말이 절대 못참음가성비 갑6. 다만 메인인 김치찌개가 사알짝 아쉬웠음그래도 재방문의사 100다음엔 보쌈정식김치찌개비빔밥보쌈14000원 먹으러갈게요,"혼밥하기 좋음(Positive), 가성비 상타치(Positive), 김치찌개가 사알짝 아쉬웠음(Negative), 비빔밥 무한리필(Positive), 계란말이 절대 못참음(Positive)"
가야가야 이대,저학년도 1인당 1주문 이래요.그래도 될만큼 양은 적더라구요.,"1인당 1주문(Negative), 양은 적다(Negative)"
회기왕족발보쌈,반찬 많아서 좋음,반찬 많음(Positive)
샤로스톤,딸이랑 오랜만에 데이트하러 간 곳인데요 돌판위에서 직접 구워먹는 재미에 고기도 정말 맛있게 먹었답니다 딸이 또 오자고 하네요,"직접 구워먹는 재미(Positive), 고기 맛(Positive), 딸이 또 오자고 함(Positive)"
성화금탕마라탕.튀김꼬치,늦은 시간까지 열어서 좋아요!당면 종류 다양해요 최저 주문 금액 낮아요!이번엔 소고기 했는데 담엔 양고기도 먹어볼래용소스바도 있어요!,"늦은 시간까지 열어서 좋아요(Positive), 당면 종류 다양해요(Positive), 최저 주문 금액 낮아요(Positive), 소스바도 있어요(Positive)"
아민 이화,특히 두부튀김 정말 맛있음. 메뉴들이 가격대는 좀 있지만 푸짐해서 충분히 배부르고 맛있고 신선해요. 또 가서 메뉴 다 먹어보고싶어요.,"두부튀김(Positive), 맛있음(Positive), 푸짐(Positive), 가격대는 좀 있는(Negative), 신선해요(Positive)"
소바연구소 신촌본점,언젠간 와보고 싶었는데 근처에 방문 할 일이 있어서 드디어 와봤습니다.맛있습니다. 다음엔 여러명 와서 다른 것도 먹어봐야겠어요,맛있습니다(Positive)
크치치킨 회기점,너무 맛있어요 ❤️❤️,맛있어요(Positive)
도란도란곱창 외대,포장 진짜 미쳤나 사장 바뀌었어요? 저 용기에 가득 차지도 않게 옴 알곱창야채곱창 총 2인분인데 곱도 뭔 홀에서 야채 2개 시킨 것보다 적냐? 사장 안 바뀌었으면 리뷰 좀 처보고 손님 관리 좀 해라,"포장(Negative), 양(Negative), 서비스(Negative)"
안녕유부,혼밥하기 좋고 가성비도 좋아요,"혼밥하기 좋다(Positive), 가성비 좋다(Positive)"
정육면체 신촌,주인이 바뀌었나? 싶을 정도로매장과 요리 서비스에 영혼이 없어짐.패스트푸드점 같음. 미쉐린 가이드? 웃고갑니다앞으로 재방문은 영원히 없을 듯,"매장과 요리 서비스(Negative), 패스트푸드점 같음(Negative), 미쉐린 가이드(Negative)"
강남불백 신촌,모든 메뉴 다 맛있어요.갈때마다 메뉴 고민에 빠지게 하는 곳이네요.찐 맛나요!,"모든 메뉴(Positive), 맛있어요(Positive), 메뉴 고민(Positive), 찐 맛나요(Positive)"
샤로스톤,갓성비 스테이크맛집이에요. 1만원대에 스테이크정식 푸짐하게 먹기힘든데 고기에 무한리필밥까지 제공되어서 넘 좋아요. 외대 데이트코스로도 딱입니다!,"갓성비(Positive), 스테이크맛집(Positive), 고기에 무한리필밥 제공(Positive), 외대 데이트코스(Positive)"
샤로스톤,전체적으로 맛있었어요. 근데 치즈도 시켰는데 치즈는 별로였어요. 그래도 고기는 괜찮았음!,"전체적으로 맛(Positive), 치즈(Negative), 고기(Positive)"
은하곱창 시립대,탱탱하고 맛있어용 간 슴슴하면 양념 풀어서 먹으면 더 맛있습니다!,"맛(Positive), 간(Negative), 양념(Positive)"
카우떡볶이 이대,그냥 근본.,근본(Positive)
카츠업,베스트메뉴 등심카츠시켰어요! 고기가 촉촉하고 맛나요 가성비맛집입니당!,"베스트메뉴 등심카츠(Positive), 고기가 촉촉하고 맛나요(Positive), 가성비맛집(Positive)"
도란도란곱창,곱창이 맛있고 가성비 좋은 식당이에요 홀 직원도 친절해서 기분 좋게 먹고 가요!,"곱창 맛있고 가성비 좋다(Positive), 홀 직원 친절하다(Positive)"
자가제빵선명희피자 외대점,항상 전화로 주문하다 네이버로 주문하니 편하네요 맛있게 잘먹었어요,"전화로 주문(Positive), 네이버로 주문 편함(Positive), 맛있다(Positive)"
강남불백 신촌,불낙정식 강추!! 매콤한맛이 없던 입맛도 돌아오게하네요 서비스도 넘 좋고 가성비좋은 식당입니다,"매콤한 맛(Positive), 서비스(Positive), 가성비 좋은 식당(Positive)"
