StoreName,Sentiment,Category,Group Keywords,Representative Sentence
서울뼈구이매운족발,Negative,분위기,"인테리어 좁고 허름함, 테이블 간격, 냄새, 영업시간 내 흡연, 소음 대화 못 함, 에어컨 꺼버림, 매장 공간, 에어컨 시원하지 않음, 영업 마인드, 가게 협소, 영업중으로 써있다","좁고 허름한 인테리어에 소음이 심해 대화가 어려웠고, 에어컨이 시원하지 않아 분위기가 좋지 않았습니다."
서울뼈구이매운족발,Negative,가성비,"가성비 맛집, 가성비, 양이 적다, 양이 적음, 양배추 리필 안됨, 양이 작다, 양이 엄청 많은건 아니지만, 고기 단위당 가격, 가격, 천원은 오르고, 양념도 잘 안 배어있어서",가성비를 기대했으나 양이 적고 가격 대비 만족스럽지 못했습니다.
성화금탕마라탕&튀김꼬치,Positive,맛,"양도 많고 바삭 쫄깃 맛있어요, 음식이 맛있고, 마라탕 맛있어요, 마라탕 맛있음, 마라탕 맛있다, 마라탕 맛, 미니 꿔바로우 너무 좋아요, 크림새우 달콤 맛있다, 소고기 원하는만큼 담을 수 있다, 마파두부 덮밥 맛있어요, 꿔바로우 바삭하고, 꿔바로우 바삭하다, 꿔바로우 바삭바삭, 꼬치 맛, 땅콩소스 셀프, 혼자 먹을수 있는 메뉴, 혼자서 먹기 좋은 곳, 맛도 좋다, 메뉴도 다양하고, 맛있어요, 촉촉하고 바삭한, 꿔바로우도 진짜 맛있어요, 마라탕 맛있고, 냄새 좋다, 너무 맛있어요, 맛있게, 너무 맵지 않고 맛있는, 꿔바로우 맛집, 맛집, 토마토 계란 덮밥 맛있다, 마라샹궈, 다양한 메뉴, 맛있었어요, 신선한 음식, 맛있습니다, 마라탕집 진짜 많은데 괜찮네요, 깔끔한, 재료 신선하고 국물 맛있고, 빠른 음식 제조, 꿔바로우, 존맛탱마라탕, 꿔바로우 식감, 외대 마라탕, 수제꿔바로우, 땅콩소스, 외대, 야채랑 고기가 신선, 맛있고 싸다, 가격이 저렴하다, 꿔바로우 꼭 드셔보셔요, 음식 맛, 외대역 마라탕, 마라탕 땅콩맛, 고수 있어서 좋아요, 마라탕도 깔끔하니 맛있습니다, 마라탕 국물 진해요, 매장에서 먹는 마라탕 맛집, 푸주가 진짜 말랑말랑, 꿔바로우 바삭쫀득 최고, 크림새우, 아들이 좋아해요, 아들이 너무 맛있어 하는 마라탕, 맛있는 마라탕","마라탕과 꿔바로우가 정말 맛있고 특히 바삭하고 쫄깃한 식감과 다양한 메뉴가 입맛을 돋구며, 신선한 재료들로 맛있는 국물까지 즐길 수 있습니다."
성화금탕마라탕&튀김꼬치,Positive,서비스,"직원분들이 친절하다, 알바생 친절, 나오는 속도가 빠름, 주문이 빠르다, 서비스 친절함, 직원분들도 친절하세요, 직원분들 너무 친절해요, 편하고 최고, 직원 친절함, 친절하시고 매장 깔끔하고 음식 맛있고 좋습니다, 사장님 친절, 사장님 친절함, 직원 친절",직원분들이 전체적으로 매우 친절하고 음식의 주문과 서빙 속도가 빨라 고객 서비스가 뛰어납니다.
성화금탕마라탕&튀김꼬치,Positive,위생,"재료가 청결, 매장 깨끗해요, 요리하시는 분 모자 쓰고 계셔요, 매장도 엄청 깔끔해, 깔끔하다, 매장 깔끔하구, 매장이 깨끗하다, 가게 청결도, 매장 깨끗함, 위생, 가게가 깔끔하고, 깨끗하다, 매장이 깨끗하고",매장이 매우 깔끔하고 요리 준비 과정에서도 청결도가 유지되어 위생적인 환경에서 식사가 가능합니다.
성화금탕마라탕&튀김꼬치,Positive,가성비,"양도 많고, 가성비, 중자여도 양 진짜 많아요, 가격이 저렴하다, 가성비 좋아요, 저렴하네요, 가격 합리적",가성비가 뛰어나며 양도 충분히 많아 가격 대비 만족스러운 식사를 제공합니다.
성화금탕마라탕&튀김꼬치,Positive,분위기,"매장 넓다, 접근성 좋음, 혼자 먹기 좋다, 혼밥하기에 좋다, 혼밥러에게 너무 좋습니다, 보기에 먹음직하다, 쾌적, 재방문, 사람이 바글바글해서, 데이트, 혼밥하기 좋고, 혼자 먹을수 있는 메뉴, 혼밥하기 좋아요, 혼자서 먹기 좋은 곳, 소스바도 있어요, 편한 분위기, 좋아요, 친구들과 먹기 좋은 곳, 친구들과 같이 와도 좋고 혼자와도 좋아요, 혼자먹기 좋습니다, 늦은 시간까지, 늦은 시간까지 열어서 좋아요, 바로 이용해서 좋아요, 외대와 가깝다",매장이 넓고 접근성이 좋아 혼밥하기에 최적이며 쾌적한 분위기 덕분에 친구들과 함께 오기에도 좋습니다.
성화금탕마라탕&튀김꼬치,Negative,가성비,고기 가격 변화,
성화금탕마라탕&튀김꼬치,Negative,맛,주변 마라탕집,
성화금탕마라탕&튀김꼬치,Negative,분위기,사람은 있는편,
성화금탕마라탕&튀김꼬치,Negative,위생,,
성화금탕마라탕&튀김꼬치,Negative,서비스,,
소바연구소,Positive,맛,"잘 먹음, 소바, 면이 쫄깃쫄깃하고, 너무 맛있습니다, 전복내장비빔우동, 정말 강추드립니다, 소바 맛, 마싯어요, 장어 살살 녹다, 들기름 고소하다, 신촌 소바 최고, 쫄깃하고 맛있어요, 맛있어, 감칠맛, 맛있는 집, 매주 오고 싶다, 소바맛집, 국물, 소바가 쫄깃하다, 맛있게 먹어요, 건강하다, 소바가 맛있다, 유린기, 해장냉소바, 고등어 맛, 들기름, 진짜 맛있네요, 맛있는 유린기, 너무 잘 먹고 갑니다, 들기름메밀소바, 고등어온소바, 맛있어요, 잘 구어진 고등어, 해장소바 맛, 맛, 들기름 소바, 들기름 막국수, 바삭하니 맛있습니다, 맛있어여, 맛있었어요, 맛집, 면이 쫄깃하고, 짱맛도리, 면이 쫄깃쫄깃하다, 장어덮밥, 표소스와 어울리다, 맛있어용, 맛있습니다, 맛있다, 항상 맛있어요, 고등어온소바 추천, 맛있었음, 음식맛, 면의 식감 최상, 들기름 막국수 쫄깃하다, 항상 추천드립니다, 짱맛있어요, 고등어메밀소바, 짱맛, 양념 맛있게 매콤하다",신촌 소바는 면이 쫄깃쫄깃하고 들기름 막국수의 고소한 맛이 일품입니다. 특히 고등어온소바와 장어덮밥은 꼭 추천드리고 싶습니다.
소바연구소,Positive,위생,"가게가 깔끔, 깔끔하고, 식당이 깔끔하다, 깔끔한 분위기, 매장 쾌적함",매장은 깔끔하고 쾌적하여 매우 만족스럽습니다.
소바연구소,Positive,서비스,"서비스 친절함, 직원 친절",
소바연구소,Positive,분위기,"데이트하러 와도 좋을 것 같아요, 분위기, 매장, 깔끔한 분위기, 인테리어, 신촌 오면 당연히 들러야 하는 곳, 데이트로 최고의 맛집",신촌 소바는 깔끔한 인테리어와 아늑한 분위기로 데이트 장소로 안성맞춤입니다.
소바연구소,Positive,가성비,"가격, 가성비, 양, 양도 많습니다",
소바연구소,Negative,맛,,
소바연구소,Negative,위생,,
소바연구소,Negative,서비스,,
소바연구소,Negative,분위기,,
소바연구소,Negative,가성비,,
수저가,Positive,맛,"최고의 동네맛집, 짬뽕 맛집, 재료도 신선한 것, 국물이 시원하다, 국물 맛, 국물 깔끔함, 맛이 맛있다, 짬뽕 고기, 차돌짬뽕, 짬뽕이 더 맛있어용, 얼큰한 짬뽕, 탕수육 참 맛있었어요, 짬뽕 양, 정통 짬뽕맛, 매운 맛이 강하다, 국물의 단맛 감칠맛, 푸짐함, 고기가 정말 좋아요, 차돌짬뽕 깔끔하고 푸짐, 면과 국물 밸런스, 국물 깔끔한 맛, 차돌짬뽕 맛, 탕수육 바삭하다, 기다림이 아깝지 않은 맛, 면발이 완전 쫀득, 차돌 많음, 국물 진하고 자꾸 생각나는 맛, 얼큰해서, 탕수육 맛있더라구요, 정말 정말 맛있어요, 국물과 면발의 조화, 해물이 섞인 시원한 맛","수저가는 얼큰하고 깔끔한 국물의 짬뽕과 바삭한 탕수육이 일품이며, 차돌과 신선한 재료로 풍부한 맛을 제공합니다."
수저가,Positive,서비스,"직원분들이 정말 친절, 단무지와 양파 먼저 물어봐줌, 쥬스 서비스도 매번 주세요, 반찬 리필 서비스, 직원분들이 친절하세요, 친절한 직원, 친절한 서비스, 친절하고 서비스 양 만족, 기분 좋았던 친절한 서비스, 디테일한 서비스, 이모님들 계속 반찬 챙겨주심, 음료 서비스, 웨이팅 없이, 직원, 서비스 음료","수저가는 직원들이 친절하며, 반찬 리필과 음료 서비스까지 제공하여 만족스러운 경험을 선사합니다."
수저가,Positive,위생,"위생적이에요, 중국집이 이렇게 깨끗하게 관리된곳, 청결한 편",
수저가,Positive,가성비,"양이 많다, 착한 가격, 가격 싸다, 최고의 가성비, 가성비가 일품, 가성비 좋음",수저가는 착한 가격에 많은 양과 맛있는 음식을 제공하여 최고의 가성비를 자랑합니다.
수저가,Positive,분위기,"쾌적함, 인테리어, 고급스러운 짜장면, 전체적으로 맛있네요, 정갈하다",
수저가,Negative,맛,"소스가 너무 짜다, 차돌짬뽕의 진한 맛, 짜장면 짠 느낌, 매웠어요, 간이 좀 세서, 숙주만 가득, 차돌짬뽕, 조금 짬, 맵고 강렬한 맛 선호, 평범한 맛, 음식자극성, 면이 따로 논다, 차돌 짬뽕 맛, 마늘탕수육맛, 탕수육 튀김옷에 머리카락, 텁텁함, 간이 쎈 편, 평범했다, 맛도 매번 변하네요, 짜장맛, 간이 좀 쎄요, 짰어요, 소스가 약간 달다, 짜장 맛, 맛, 밀가루 맛도 나고 식감도 별로, 짜다, 맛없어요, 맵기, 짬뽕 평범, 맛의 편차, 짬뽕, 느끼함, 진하고 기름진 맛, 국물 기름끼","차돌짬뽕의 진한 맛은 호불호가 갈리며, 소스와 면발이 짜거나 자극적이라는 평이 많았습니다."
수저가,Negative,위생,"음식 조리 위생상태, 탕수육 튀김옷에 머리카락, 위생 상태",
수저가,Negative,서비스,"기다리다가 입장, 기다렸어요, 줄서는거 이해안됨, 긴 대기, 웨이팅 20분, 기다림, 줄 겁나김, 대기시간이 좀 있습니다, 직원 응대, 긴 웨이팅, 여직원의 태도, 응대, 웨이팅, 맵고 강렬한 맛 선호, 인기가 넘 많아서 웨이팅 없는 날이 없다, 매출을 위한 서비스, 웨이팅이 빡세다, 직원들이 덜 친절하다","대기 시간이 길고 웨이팅이 많아 불편하다는 평이 많았으며, 직원들의 응대도 다소 미흡했습니다."
수저가,Negative,분위기,"음악소리가 너무 커요, 홀은 은은하게 소리가 들렸으면 좋겠어요",
수저가,Negative,가성비,"가격, 고기 양, 가격 차이, 탕수육은 가격이 비쌈, 양도 적어지고",탕수육의 가격이 비싼데 비해 양이 부족하다는 의견이 많았습니다.
스키당,Positive,맛,"가라아게 진짜 맛있다, 스키야키 재료 신선, 맛있게 먹은 기억, 음식 신선하다, 불고기와 채소의 조합, 고기 부드러움, 건강하고 맛난 맛, 맛있었어요, 맛있게 잘 먹고, 신선한 재료, 야채 신선함","가라아게와 스키야키, 불고기 등이 신선한 재료로 가득하며, 부드러운 고기와 신선한 야채의 조화가 훌륭하여 맛있게 즐길 수 있는 곳입니다."
스키당,Positive,위생,"청결도, 깨끗, 음식이 깔끔하다, 매장 깔끔, 깔끔하다, 깔끔하고 맛있다, 깨끗하다",매장은 청결도가 높고 음식이 깔끔하게 제공되어 위생적으로 안심하고 식사할 수 있습니다.
스키당,Positive,서비스,"주차공간 확보 도움, 직원분들 친절함, 친절한 사장님, 사장님 직원분 친절하시고, 직원 친절함","친절한 직원들이 주차 공간 확보를 도와주고, 사장님까지 친절하게 맞이해주어 방문객들에게 좋은 서비스를 제공합니다."
스키당,Positive,분위기,"실내도 정말 예쁘고, 분위기도 좋고, 매장 분위기가 좋음, 아늑한 분위기, 전체적인 분위기",실내가 예쁘고 아늑하여 전체적인 분위기가 좋아서 방문하는 이들에게 편안한 식사 경험을 제공합니다.
스키당,Positive,가성비,"2인세트 추천, 돈아깝지 않은, 양도 많고, 푸짐하다, 양이 많다","2인 세트 메뉴가 추천할 만하며, 양이 많고 푸짐하게 제공되어 돈이 아깝지 않을 만큼 가성비가 좋습니다."
스키당,Negative,맛,"맛, 맛있지 않은, 너무 달다, 죽도 없다, 먹을 것","음식의 맛이 전반적으로 좋지 않고, 너무 단 맛이 부담스럽습니다."
스키당,Negative,위생,,
스키당,Negative,서비스,"응대 신속성, 직원 서비스, 친절하지 않은, 여성 직원 무례함, 서비스 태도",직원들의 서비스 태도가 불친절하고 무례하여 고객 응대에 문제가 있습니다.
스키당,Negative,분위기,"평일 점심 만석, 좀 시끄러운 느낌, 지나가는 사람들과 눈 마주침, 바 테이블 앉을 때 주의","식당은 평일 점심에 만석이 되며, 다소 시끄럽고 지나가는 사람들과 눈이 마주칠 수 있어 불편함이 있습니다."
스키당,Negative,가성비,"세트메뉴, 비싸다, 매실에이드 양, 구성품 양, 가격이 조금 부담스럽다, 양이 너무 적어요, 가격대비 별로, 가격",세트메뉴의 가격 대비 양이 부족하고 전반적으로 가격이 비싸다는 인상이 있습니다.
신락원,Positive,맛,"최고의 탕수육, 탕수육 맛있음, 인생맛집, 맛있는중국집, 어떤 메뉴를 주문해도 기본 이상, 유니짜장 맛, 바삭탕수육, 탕슉 맛, 국물 괜찮다, 정말 맛있어요, 탕수육 바삭거림, 크림새우와 탕수육 맛, 삼선짜장 해물 많음, 맛은 좋은데, 재방문 의사, 느끼함을 잡아줘서 더 좋았어요, 짬뽕 국물맛, 맛있어서, 맛나게 먹었어요, 맛있었음, 탕수육 튀김, 별다섯개, 중화요리 맛집, 쟁반짜장 맛있어요, 짬뽕 맛, 맛있게 잘 먹고왔습니다, 요리도 괜찮아서, 맛있는 중화요리, 맛있게 잘 먹고, 맛있어요, 음식이 맛있습니다, 깜끔, 탕수육 정말 맛있다, 진짜 맛있어요, 짜장면 맛, 탕수육, 바삭바삭한 탕수육, 맛있어여, 후식까지 잘 먹음, 즉시 나오는 속도, 맛이 깔끔함, 후식 푸딩 맛있다, 맛있습니다, 신선한 재료, 맛있다, 맛있고, 자주가는곳, 최고의 중국집, 맛있는 음식, 최고, 음식 맛, 자장면 맛있다, 만족한 식사시간, 좋은 식당, 음식이 자극적이지 않음, 탕수육 눅눅하지 않고 맛있음, 탕수육 맛, 탕수육 소스 코팅, 음식 굿, 짬뽕, 크림새우","탕수육과 유니짜장의 맛이 일품이며, 바삭한 식감과 풍부한 해산물이 가득한 삼선짜장은 특히 인상적입니다."
신락원,Positive,위생,"가게도 깨끗하고, 위생, 청결, 깔끔하다",
신락원,Positive,서비스,"친절도, 룸으로 따로 안내, 친절한 서비스, 엄청 친절하심, 친절, 친절하시고, 서비스 응대, 서비스","직원의 친절한 서비스가 특히 돋보이며, 룸으로의 안내와 응대가 섬세합니다."
신락원,Positive,분위기,"특별한 날, 기분이 좋아요, 정통 분위기, 가게 분위기, 가족모임으로 가기 좋다, 좋은 식당, 최애 중식집","특별한 날을 위한 장소로 적합하며, 전통적이면서도 가족모임에 어울리는 분위기가 여유롭습니다."
신락원,Positive,가성비,"가성비, 가격대비 괜찮아요, 가격 대비 만족, 저렴한 가격",
신락원,Negative,맛,"게살스프, 유니짜장 맛, 탕슉 맛, 짬뽕과 짜장면 간이 삼삼함, 사천탕수육, 가문어, 고추를 한 바가지 썰어넣고 매워, 유산슬밥 간, 미트볼 맛 없음, 삼선짬뽕, 삼선짬뽕밥 스프맛, 굴짬뽕, 고기볶음밥, 짬뽕 맛, 짜장, 고기에 밑간 없음, 짜장맛, 새우볶음밥, 짜장면, 기름기 느끼함, 삼선짜장 짜고 쓴맛, 비린내, 유니짜장의 임팩트 맛, 대충 썰은 양파와 춘장, 신락면, 대왕오징어 식감, 맛, 북경탕수육, 짜장과 짬뽕 맛, 강한 맛, 조미료맛, 안익은 탕수육, 맛이없다, 그냥 동네 짜장면 집 시키는 맛, 음식 맛, 매운 맛, 핏물, 게살호박스프, 간 싱거움, 짬뽕","짬뽕과 짜장면의 맛이 삼삼하고, 특히 유니짜장과 탕수육의 무료가 부족하며 조미료 맛이 강하게 느껴집니다. 또한 고추를 많이 썰어 넣어 매운 맛이 지나치게 강하며 일부 음식에서는 비린내가 나 맛이 아쉬운 편입니다."
신락원,Negative,위생,"식당 환경, 에어컨 고장, 물이 나오는 점, 주차장, 핏물","식당의 환경과 위생 상태가 아쉽고, 특히 에어컨이 고장 나서 불편함을 주며, 주차장 시설도 미흡하다는 점에서 위생에 대한 신뢰도가 낮습니다."
신락원,Negative,서비스,"불친절함, 가위 요청, 재방문의사, 서비스 태도, 망신, 카운터에 있는 남자, 불친절한 경우, 웨이팅, 점원의 태도, 대기, 대화소리가 크다, 종업원의 행동, 튀통명스럽고 뻣뻣한 자세, 사장님의 불친절함, 불만, 직원, 서비스, 무성의한 서비스, 틱틱거리는 주문 태도",점원의 불친절한 태도와 대기 시간이 길고 서비스가 무성의하여 고객 경험이 좋지 않습니다. 특히 카운터 직원의 태도가 불친절하여 불만이 큽니다.
신락원,Negative,분위기,"분위기, 주방 옆 방 분위기, 파장 느낌, 대왕오징어 식감",
신락원,Negative,가성비,"주차는 아쉽습니다, 가격, 제한 아쉽습니다, 가격이 쎕니다, 가격대 비쌈, 주차 전혀안됨, 탕수육의 가격","전체적인 가격대가 비싸고 주차시설이 전혀 마련되어 있지 않아 가성비가 부족합니다. 특히 탕수육 가격이 높은데, 맛이 기대에 미치지 못해 아쉬운 편입니다."
싸왓디타이,Positive,맛,"간 세지 않고 맛있어요, 얌운센 맛, 음식 맛있음, 진한 맛, 쌀국수 국물, 해산물 맛, 모든 메뉴, 똠얌꿍 맛, 태국 음식 팟타이, 팟타이 맛, 양이 진짜 많아요, 뿌님팟퐁커리, 맛있게 먹었습니다, 태국의 참 맛, 넘넘 맛있었어요, 똠얌타래 보들보들 맛있어요, 바삭하다, 똠양꿍누들, 음식 기본에 충실한 맛, 팟타이 꿍, 먹을때마다 넘 맛있어, 태국 현지 맛, 똠얌꿍, 똠얌국수 맛, 뿌팟퐁카리, 태국 음식점, 태국 음식, 똠얌꿍 쌀국수가 특히 맛있다, 나시고랭 맛, 공심채볶음, 볶음밥, 팟타이 새우, 똠양꿍 맛, 뿌팟퐁커리, 음식 맛있다, 찐하다, 똠얌타래, 파인애플 볶음밥, 신선함, 쌀국수 국뮬 깔끔하다, 한국인 입맛, 풋팟퐁커리, 쌀국수 맛, 재료가 신선하다, 음식 맛, 짱맛탱, 팟타이 라드나도 맛있어요, 너무 맛있어, 맛있게 태국 음식을 맛볼 수 있어요, 튀김, 태국 현지맛, 똠양꿍",쌀국수와 팟타이를 포함한 태국 음식들이 현지의 맛을 잘 살려 아주 맛있고 신선하여 먹을 때마다 만족스럽습니다.
싸왓디타이,Positive,서비스,"사장님 친절하다, 직원 친절하다, 빠른 서비스, 직원분들이 친절, 친절한 서비스, 직원분도 친절하구요, 친절, 직원 친절함, 사장님 친절, 종업원, 친절하세요",직원들과 사장님 모두 매우 친절하고 서비스가 빨라 고객 만족도가 높습니다.
싸왓디타이,Positive,위생,"환하고 쾌적, 깔끔하다, 매장 청결, 깔끔하네요, 깔끔해요",매장이 환하고 깔끔하여 청결 상태가 뛰어납니다.
싸왓디타이,Positive,가성비,"음식 양, 양이 진짜 많아요, 양도 많고 재료가 신선한게 느껴집니다, 양, 양이 많음, 저렴하다, 푸짐하다, 양도 많다, 가성비 좋다, 양 많다, 나눠먹으면서 배불리, 가성비 좋음, 큰 양, 양이 많다",음식 양이 많고 재료가 신선하여 가성비가 매우 좋습니다.
싸왓디타이,Positive,분위기,"창가자리 뷰, 분위기, 지인이랑 오기 좋습니다, 현지에있는 것 같구, 매장 2층 통창, 매장 넓어요, 스폰지밥 파인애플 집, 데이트 장소, 오래오래있어줘, 태국 노래, 혼자 오기 좋다, 편안한 분위기, 여럿이 오기 좋아요, 즐거운 식사, 매장 넓고, 매장 넓음","매장이 넓고 창가 자리의 뷰가 좋아서 데이트나 혼밥에도 적합하며, 태국 노래가 흘러 현지에 있는 듯한 분위기를 즐길 수 있습니다."
싸왓디타이,Negative,맛,"똠양꿍 맛, 살짝 달다, 매운 음식, 고추, 쏨땀 고추, 매운맛",싸왓디타이의 똠양꿍과 쏨땀은 매운맛이 강하며 살짝 단맛까지 있어 호불호가 갈릴 수 있습니다.
싸왓디타이,Negative,위생,,
싸왓디타이,Negative,서비스,,
싸왓디타이,Negative,분위기,,
싸왓디타이,Negative,가성비,,
아건 이대본점,Positive,맛,"인도 음식, 버터난 너무 맛있어요, 버터치킨마카니, 음식 맛있음, 커리 맛집, 허니난 맛있다, 음식이 너무 맛있고, 음식 따뜻하게 제공, 맛나게 먹을 수 있어요, 메뉴 모두 다 맛있어요, 난도 쫄깃하고, 카레 맛, 카레 맛있고, 치킨 빈달루, 음식 맛, 맛있다, 매콤은은한, 인도풍, 담백한 맛, 난 크고 맛있고, 맛있고, 여러가지 맛볼 수 있다, 맛도 맛있고, 팔락 파니르, 먹기 좋다, 다양한 메뉴, 허니난 강추, 라씨 최고, 고기도 되게 큼직, 탄두리치킨 맛, 양고기 커리 맛있다, 무난하고, 항상 감동, 최고의 맛집, 꾸준히 해주세요, 부드러운 맛, 난 맛, Garlic naan 크기, 너무 맛잇다, 음식이 신선하다, 음식 맛있다, 훌륭한 맛, 버터 치킨 마카니, 버터치킨, 신선한 재료, 훌륭함, 올리브 향, 치킨 반달루 추천, 정통 카레집, 지인들에게 추천, 한국인 입맛에 맞춘 음식, 요리 맛, 사장님이 추천한 메뉴, 람사레 치킨 빠스리 추천, 기억에 남을만한 맛집, 사장님 친절하고, 맛있는, 색다른 경험, 양도 푸짐하다, 팔락파니르 맛, 양이 어마어마해요, 존맛, 강추합니당, 버터난 버터치킨마크니갈릭난 조합, 음식도 맛있고 최고에요, 사장님이 친절하시고, 인도커리 맛집, 음식도 정말 맛나, 다양한 메뉴","인도 음식의 맛이 훌륭하여 다양한 메뉴가 모두 맛있으며, 따뜻한 커리와 쫄깃한 난이 특히 인상적입니다."
아건 이대본점,Positive,위생,"위생적, 깔끔함, 따뜻하면, 청결, 위생, 매장 깔끔함, 음식 깔끔, 깔끔한 가게",매장의 위생 상태가 깔끔하고 청결하여 안심하고 음식을 즐길 수 있습니다.
아건 이대본점,Positive,서비스,"친절해요, 친절해서, 사장님 친절하고, 친절한 응대, 친절하다, 친절하세요, 직원 친철함, 합리적인 응대, 서비스 친절, 서비스, 왕친절, 다시 가고 싶음, 직원 친절, 사장님 친절, 사장님과 직원들 친절함",사장님과 직원들이 모두 친절하여 고객 서비스가 훌륭하고 다시 방문하고 싶은 생각이 듭니다.
아건 이대본점,Positive,분위기,"분위기, 인테리어, 여행 온 기분, 분위기도 좋아요, 편안 분위기, 분위기좋고, 또 올게요, 화려한 인도 춤이 티비에서 나오는 것 좋았음, 좋은 시간, 이국적인 인테리어, 화려하고",식당의 인테리어와 화려한 분위기로 마치 인도 여행을 온 듯한 기분을 느낄 수 있습니다.
아건 이대본점,Positive,가성비,"세트 메뉴 가성비, 2인세트 양 많아요, 합리적인 가격, 리필 가능, 양도 많다, 점심 셋트메뉴 할인, 셋트메뉴 양도 많고 가격도 가성비 좋다, 가격도 괜찮고, 가성비, 괜찮은 가격대, 양 많은, 가성비 좋은, 런치 세트 가성비, 가격도 착하다",합리적인 가격과 푸짐한 양으로 가성비가 뛰어나 많은 양의 세트 메뉴를 매우 만족스럽게 즐길 수 있습니다.
아건 이대본점,Negative,맛,"채소 들어간 면, 커리 맛, 향신료의 맛, 커리맛, 맛있는편의 인도식, 메인 커리맛, 맛 없어요, 밀가루 맛, 뭔가 부족, 맛은 내 취향이 아님","메인 커리의 향신료 맛이 풍부하지만, 밀가루 맛이 강하게 느껴져서 전체적으로 맛이 없다는 평이 많습니다."
아건 이대본점,Negative,위생,"벌레, 바퀴벌레, 위생 관념, 위생, 주방장이 마스크를 안 씀",식당 내 벌레와 바퀴벌레가 보이며 주방장의 마스크 미착용으로 위생 관념에 대한 불만이 많습니다.
아건 이대본점,Negative,서비스,"재방문 의사 없음, 사장님이 없을 때 네이퍼페이 불가능, 최소 30분, 기다리는시간, 밥이 리필되는지 모름","네이퍼페이 이용이 불가능해 불편하고, 대기 시간이 최소 30분이라 재방문 의사가 없다는 의견이 많습니다."
아건 이대본점,Negative,가성비,"세트메뉴, 가성비가 좋지 않음",
아건 이대본점,Negative,분위기,홀에 한테이블도 없었음,
아민 이화,Positive,맛,"매우 맛있음, 부담이 가지 않는 맛, 건강한 음식, 아민 샥슈카 맛, 리코타치즈, 맛있어서, 너무맛잇고, 맛있었음, 건강하고 특별하고, 추천 음식들, 신선도, 건강에 신경 썼다, 맛있는 비건식, 맛있게 즐길 수 있는 음식, 맛있는 지중해식, 건강하고 맛있습니다, 소스랑 곁들여 먹으면 풍미 좋다, 독특하고 건강한 음식, 샥슈카 맛, 지중해식 메뉴, 기분좋게 잘먹고갑니다, 호불호 없이 이국적인 느낌내며 맛있게, 맛있음, 샥슈카, 맛있었어요, 맛있고 친절하고 특색있고, 음식이 맛있다, 맛있는거군요, 청결 상태, 샐러드 메뉴, 기분좋고 든든한, 엄청 맛있고 희소성있으니까, 건강한 지중해식","아민 이화는 건강하면서도 맛있는 지중해식 음식을 제공하며, 샥슈카와 리코타치즈 등 다양한 특별 메뉴들이 신선함을 더해주어 많은 고객들이 부담 없이 즐길 수 있습니다."
아민 이화,Positive,서비스,"포크랑 숟가락을 새걸로 가져다주심, 서비스, 사장님이 매우 친절, 친절, 직원 친절, 직원분들 친절하시고, 사장님이 친절하게 대응, 밝은 미소로 맞아주시는 사장님, 항상 친절, 직원분께서 친절하게 잘해주시더라구요, 사장님과 직원분들 친절하셔서, 맛있고 푸짐하다, 친절하신 직원분","직원들이 매우 친절하며, 사장님은 밝은 미소로 고객을 맞이하고 서비스에 세심한 주의를 기울여 식사를 더욱 기분 좋게 만듭니다."
아민 이화,Positive,위생,,
아민 이화,Positive,가성비,,
아민 이화,Positive,분위기,"분위기, 이국적인 분위기, 인테리어, 좋은 분위기, 식당 분위기, 가게 분위기, 인테리어 멋진곳, 분위기좋고 건강한음식, 좋아하는 분위기, 분위기 좋음, 무드와 분위기, 인테리어 및 분위기, 분위기가 좋아요, 아늑하다",이국적이면서도 아늑한 분위기를 자랑하는 아민 이화는 멋진 인테리어와 함께 좋은 무드를 제공하여 고객이 편안하게 식사를 즐길 수 있습니다.
아민 이화,Negative,맛,"수란이 차가움, 초록채소는 치커리만 가득, 지중해이스라엘 음식, 애호박과 가지의 요리 상태, 자극적이고 맵고 기름진, 샐러드 채소 시들시들, 샥슈카 짠 느낌, 간이 세졌다, 매운맛이 더 강하게 남는다, 느끼한 맛, 자극적인 메뉴, 입천장 데임, 고기가 많이 빠졌다, 흰 소스 맛, 레드풀 맛이 바뀌었다, 맛이 변했지만","식사의 전반적인 맛은 변화를 겪었으며 수란은 차갑고, 샥슈카는 짠 느낌이 강하며, 야채는 신선하지 않았습니다."
아민 이화,Negative,서비스,"직원분이 그릇을 떠밀듯이 넘겨줌, 웨이팅, 리뷰 알바, 무책임, 환불","직원분의 그릇 전달 방식이 불친절하고, 웨이팅 시간이 길어 서비스에 대한 만족도가 낮습니다."
아민 이화,Negative,위생,"계란껍질 나옴, 벌레, 벌레가 한번 나옴",
아민 이화,Negative,가성비,"비싸다는 생각, 가격 계속 올라서, 가격이 비쌈, 핑크택스, 양이 적어보임, 가격은 만만치 않다, 가격 대비 맛, 돈 아까움, 가격 상승, 비싸서 자주는 못가는게 아쉽다, 이대 물가 치고 싼편은 아닌, 비싼편, 예전의 가성비는 없네요, 가격대가 좀 있지만","가격이 계속 오르고 비싼 편이라 가성비가 떨어지며, 양이 적어 보이는 것이 아쉽습니다."
아민 이화,Negative,분위기,"테이블이 협소함, 구석진 자리, 강남쪽 음식점, 점심 시간에 사람들이 많아요, 자리 배정",식사 시간이 되면 사람들이 많아 테이블이 협소하고 자리 배정도 아쉬웠습니다.
